year,name,category,description,url,num_projects,projects_url,contact_email,mailing_list,irc_channel,twitter_url,blog_url,topics,technologies
2024,52°North Spatial Information Research GmbH,Science and medicine,Innovative ideas & technologies in geoinformatics,https://52north.org/,2,https://summerofcode.withgoogle.com/archive/2024/organizations/52north-spatial-information-research-gmbh/,gsoc@52north.org,gsoc-52n@52north.org,https://52n-gsoc.slack.com/ssb/redirect,https://twitter.com/fivetwon,https://blog.52north.org/,"citizen science, spatial information infrastructures, open standards, data analytics, Geoinformation","javascript, android, java, web services, ogc standards"
2024,AboutCode,Security,"Scan code for origin, license and vulnerabilities",https://aboutcode.org,4,https://summerofcode.withgoogle.com/archive/2024/organizations/aboutcode/,,,https://matrix.to/#/#aboutcode-org_gsoc2025:gitter.im,,https://www.aboutcode.org/category/news.html,"dependencies, vulnerabilities, SoftwareCompositionAnalysis, License, SBOM","python, javascript, Django+PostgreSQL, C/Rust/Go"
2024,Accord Project,Programming languages,Open source software for smart legal contracts,https://accordproject.org,3,https://summerofcode.withgoogle.com/archive/2024/organizations/accord-project/,,,https://discord.gg/Zm99SKhhtA,,https://accordproject.org/news,"natural language processing, data modeling, legal technology, contract management, document assembly","python, javascript, json, react, artificial intelligence"
2024,AFLplusplus,Security,State of the art fuzzing for better security,https://aflplus.plus,2,https://summerofcode.withgoogle.com/archive/2024/organizations/aflplusplus/,afl@aflplus.plus,,,https://twitter.com/aflplusplus,,"fuzzing, ci","llvm, rust, fuzzing, qemu"
2024,Alaska,Science and medicine,"Many Traditions, One Alaska",https://www.uaa.alaska.edu/research,4,https://summerofcode.withgoogle.com/archive/2024/organizations/alaska/,,https://github.com/uaanchorage/GSoC/discussions,,,https://github.com/uaanchorage/GSoC/wiki,"deep learning, neuroscience, radiology, heathcare, Polar Science","python, mysql, java, matlab, dicom"
2024,AnkiDroid,End user applications,AnkiDroid makes remembering things easy,https://github.com/ankidroid/Anki-Android,3,https://summerofcode.withgoogle.com/archive/2024/organizations/ankidroid/,,https://groups.google.com/forum/#!forum/anki-android,https://discord.gg/qjzcRTx,,,"education, mobile, android, user generated content, Flashcards","android, rust, kotlin, mobile"
2024,AOSSIE,End user applications,Australian Umbrella Org for Open-Source Projects,https://www.aossie.org,18,https://summerofcode.withgoogle.com/archive/2024/organizations/aossie/,,,https://discord.gg/C8wHmwtczs,https://twitter.com/aossie_org,,"web, machine learning, natural language processing, mobile, backend","python, javascript, android, flutter, Blockchain"
2024,Apache Software Foundation,Web,Open source software to the public free of charge,https://apache.org,20,https://summerofcode.withgoogle.com/archive/2024/organizations/apache-software-foundation/,,http://apache.org/foundation/mailinglists.html,,https://twitter.com/theasf,,"big data, cloud, libraries, other","c, java, c++"
2024,Apertium,Science and medicine,A free/open-source machine translation platform,https://apertium.org/,3,https://summerofcode.withgoogle.com/archive/2024/organizations/apertium/,,apertium-stuff@lists.sourceforge.net,https://wiki.apertium.org/wiki/IRC,,,"natural language processing, machine translation, language technology, less-resources languages","python, javascript, c++, xml, bash"
2024,API Dash,Development tools,Next-gen Open Source AI powered API DevTool,https://apidash.dev,1,https://summerofcode.withgoogle.com/archive/2024/organizations/api-dash/,ankit@apidash.dev,,https://discord.com/invite/bBeSdtJ6Ue,https://x.com/apidashdev,https://www.linkedin.com/company/apidash/,"testing, api, developer tools, automation, GenAI","flutter, api, ai, dart, ui/ux"
